asin,user_Name,user_Country,reviewText,overall,reviewerID
SXAfl-LIfH,Leah,Vương Quốc Anh,beautiful hotel! felt really comfortable. lovely room with stunning view. staff were really helpful. great restaurant with food attached,5.0,2841
BadTFD-7sy,Arnaud,Pháp,"nice decoration, good size room with balcony quiet street but close to a big boulevard.",4.0,429
iMtkzHqKnr,Aparimit,Ấn Độ,"Everything was fine and Perfect. We booked for the Suite. The room was lavish, neat and Clean. Our Guide was Mr Bruce and he is very good. There could have been more options for Vegetarians. Rest everything was perfect.",5.0,406
NW58IEMGIE,Nicole,Úc,"Quiet, away from the noisy and busy old town. Friendly staff. Exceptional breakfast spread.",4.5,3701
WNVZHWm3-X,Arjan,Hà Lan,"Great location, verry friendly staff that will always help you and good breakfast!",5.0,418
SrBZkeJX6S,Watts,Ấn Độ,Very clean room close to the beach nothing,5.0,5202
f_ZxiArLD9,Shaun,Úc,"The personalised service provided by the concierge Don, who made the time and effort to remember our names and make our stay memorable. Also, they surprised us with a birthday cake delivered to our door. Nothing",5.0,4457
afn9YEdKjh,Linda,Úc,Mostly everything breakfast was very good .Beds so comfy. Resteraunt service slow from kitchen staff need more training .Front of house great friendly staff .,4.0,2925
wQwcCSOCJe,Alisha,Ireland (Ai Len),"I got a spacious, clean, comfortable room with a large balcony and lovely bathroom for an incredible price. The place deserves to be busier.",5.0,192
5bGg__ooLj,Diane,Việt Nam,Comfortable rooms Beautifully decorated Great pool Nice ocean views Delicious breakfast Friendly owners Convenient location Nothing,5.0,1207
QloxIh8kEL,Irene,Úc,"Excellent location for exploring the Old Quarter. Beds were very comfy and spotless. Large shower. Breakfast was plentiful, cooked eggs to order. Staff super friendly and helpful. Great value for money. Smoky smell in the corridor and steep steps at the entrance. Also aircon turns off when you leave the room.",4.5,2036
PEBD7oJYay,Narendra,Ấn Độ,"Good location nearby all amenities like 7/11 , Gujarat vegetarian restaurant near . Good vegetarian options for breakfast. Nothing as such",4.5,3583
cEZTTMBefK,Nhan,Việt Nam,Location is great. Staff is kind of lack of experiences but they did what they could to help us. Bathroom is very dirty. Water was stuck in the sink. Things are messy and disgusting.,2.0,3660
8gVG-kfOXz,Arnold,Áo,nice room with a great viewvery good breakfast very big shower with view on the bay,4.5,433
K6ThAjlBDy,Alice,Việt Nam,The staff were excellent- particularly Chris who went above and beyond for us The room was beautifully finished and a short walk from the beach Breakfast had quite limited options The pool area had no option for shade and the pool itself could have been cleaner,4.5,180
l35mF2LC5U,Erin,Úc,"-staff were very helpful, there was one lady in particular that was so kind and really helped us in all aspects with our laundry, booking tours of halong and renting a motorbike (I didn’t get her name but Thankyou!!) - room was VERY comfortable, facilities were great-very clean- close motorbike to everything - lunch options and drinks at the cafe are yummy- coffee is fantastic -breakfast is a bit limited",5.0,1459
zdto2kyhRi,Grzegorz,Ba Lan,"The hostel/hotel is operated by a lovely family. Everyone is smiling all the time. They are helpful and honest. Except for the smell from the drain, everything was clean, the water was hot and the pressure was satisfying. Towels changed every day. The family also operates the restaurant downstairs. Apparently, it's very popular. It's full in the evenings. No surprise, because the food is cheap, good and served in a beautiful way. It's all located in a small alley so usually it's very quiet. Bus tickets, motorcycles and all the information you need. *The smell from the bathroom.*Very limited breakfast.*The staff starts speaking very loudly at 6-6:30 AM.",4.5,1751
F-1XZjpx0d,Alíz,Hungary,Clean room with huge comfortable bed. The staff was very helpful and kind. I recommend this place.,5.0,212
1MDVDOKCJj,Charvele,Úc,"The property and room was incredibly clean. in an excellent location a tiny bit more of a walk to key tourist areas however we liked this as the street was quieter at night. circle K next store great street food and restaurants close by. great water pressure in bathroom/shower. jacuzzi was excellent. staff are so kind and helpful with everything. the bed was a bit firm for my husband, ok for me though. breakfast while plenty has slightly less western options than previous experiences in HCMC.",4.5,823
29LHf5ZECm,Jasmine,Vương Quốc Anh,"the pool was nice when occasionally openlocation was out of the way which was good as Nha Trang has gone down hill and not very nice placereception staff nice restaurant staff were rude and spoke hardly any Englishfacilities shut, such as beach, pool and breakfast buffet Weddings very loud at nightsecurity follow and question you everywhere",1.5,2183
k5fKltBobl,Mark,Úc,Decor and location Room was a little small,4.0,3245
2CX3XaQ_LN,Joshua,Việt Nam,Kim - the receptionist - is simply amazing!!! Very friendly and helpful.,5.0,2393
3P1VTKgB39,Louise,Úc,"the common areas were nice my partner got food poisoning from the restaurant, our bed was upside down so we were sleeping on springs and we had to extend an extra night and they overcharged us. Also staff were not helpful to us at all",0.5,2998
npzlRcP5nv,Sabine,Thụy Sỹ,"Great location, very helpful staff - especially Anna. She organised trips for us to go to Sa Pa, Ninh Binh and Danang including storage of bags and transfers. Fantastic! Our room was beautiful but quite small, especially travelling with two suitcases (no room for them)",4.0,4303
rdvv55t4SO,Ian,Việt Nam,"Lovely rooms 20-m from the beach, great views from the garden Nothing at this price",5.0,1989
jDWSwbNIQK,Vali,Bulgaria,"the staff was super kind. I rate this high rate because of them. They are super amazing and the service was excellent. We travel a lot and always we stay in big chains and very expensive hotels,this hotel was the cheapest from where’ve been ever but the service was on extremely high level. We never had this service before. From the beginning to the end,the staff tried everything to satisfy our needs. The hotel is very clean,with central location,very comfortable bed,good room service and very polite staff .Thank you to everybody!",5.0,5079
oAJii5mY-d,Tran,Việt Nam,Nice hotel with beach just few steps Alittle far from center but can easy take taxi or rent bike,4.5,4973
_5PWwuWhfS,Mauro,Bồ Đào Nha,"They were all very nice, and the hotel is really central. We arrived late at night, so we asked for a transfer from the airport. The lady was very nice to us, but we realised that we would pay 400. 000 vd, which is a lot for this transfer from the airport. (If we had gone by taxi, we would pay only around 130. 000 vd...) When we got to the hotel, a really nice man was there to receive us. The small room that we booked had no windows, so we upgraded to the bigger room. The hotel is OK, not fancy (we have to watch out for the cockroachs), but it's really central, and we can hear the music from the bars nearby during the night, and also the air-conditioning machine outside (which is normal in Vietnam). When we were leaving, we asked the man if he could please call a taxi, and we expected no more fees from the hotel. Until we realised that the lady came to collect our money, saying that her car would take us to the airport (for 220. 000 vd). Of course, it was not her car, and she paid the taxi and got a fee from our money. We're not sure how much she paid the taxi, but it should be around 120. 000 vd, and the rest of the 100. 000 vd went to her pocket. It wasn't correct of her, and we felt robbed. I'd definitely not recommend this hotel, and if you do stay there, ALWAYS GET A TAXI YOURSELF, or give the extra money to the person that actually drives you..",2.5,3318
i-auU2Bn-R,Sydney,Mỹ,"rooms were very spacious and clean! location is great - on an Hoi right next to the night market and just across the River from old town. something no one told us was in rainy season the river floods, and therefore all of an Hoi was flooded (even to the lobby of the hotel). the staff was amazingly helpful in making arrangements for us to evacuate, and even planned our day trip for us.",5.0,4711
qdPRa7XR44,Bepinosa,Việt Nam,I like how accommodating the receptionist and how they maintain the cleanliness of the area. n/a,5.0,587
MkCTYP3f3W,Florian,Đức,"The villa was very clean and modern. The family owning the villa is extremely nice and caring. The location was great! the beach, our favorite restaurants and mini marts were just few min away by foot. Also the bikes were very helpful to go around the rice paddies. On our last day we wanted to enjoy the beach for one last time and they allowed us to leave our bags in reception and shower afterwards. So far it has been our favorite guesthouse in Vietnam after three weeks traveling around. Highly recommend :) Absolutely nothing.",5.0,1557
